19.340461,-11.047541,194.671705,-173.172978,48.047323,-175.988965
19.340461,-11.047541,194.671705,-173.172978,48.047323,-175.988965
19.340461,-11.047541,194.671705,-173.172978,48.047323,-175.988965
19.340461,-11.047541,194.671705,-173.172978,48.047323,-175.988965
19.340461,-11.047541,194.671705,-173.172978,48.047323,-175.988965
19.353935,-11.023918,194.671705,-173.172978,48.047323,-175.919007
19.380995,-10.976274,194.671705,-173.172978,48.047323,-175.778060
19.392477,-10.955976,194.671705,-173.172978,48.047323,-175.718071
19.378119,-10.981351,194.671705,-173.172978,48.047323,-175.793071
19.372945,-10.990477,194.671705,-173.172978,48.047323,-175.820057
19.343354,-11.042473,194.671705,-173.172978,48.047323,-175.973954
19.329271,-11.067107,194.671705,-173.172978,48.047323,-176.046949
19.319812,-11.083611,194.671705,-173.172978,48.047323,-176.095879
19.331594,-11.063048,194.671705,-173.172978,48.047323,-176.034917
19.374868,-10.987087,194.671705,-173.172978,48.047323,-175.810031
19.429441,-10.890289,194.671705,-173.172978,48.047323,-175.524182
19.460703,-10.834326,194.671705,-173.172978,48.047323,-175.359285
19.503077,-10.757860,194.671705,-173.172978,48.047323,-175.134399
19.514319,-10.737453,194.671705,-173.172978,48.047323,-175.074467
19.514319,-10.737453,194.671705,-173.172978,48.047323,-175.074467
19.514319,-10.737453,194.671705,-173.172978,48.047323,-175.074467
19.501388,-10.760921,194.671705,-173.172978,48.047323,-175.143394
19.493495,-10.775213,194.671705,-173.172978,48.047323,-175.185392
19.493495,-10.775213,194.671705,-173.172978,48.047323,-175.185392
19.521809,-10.723830,194.671705,-173.172978,48.047323,-175.034475
19.555205,-10.662811,194.671705,-173.172978,48.047323,-174.855540
19.593019,-10.593166,194.671705,-173.172978,48.047323,-174.651682
19.629491,-10.525429,194.671705,-173.172978,48.047323,-174.453782
19.642328,-10.501453,194.671705,-173.172978,48.047323,-174.383824
19.642328,-10.501453,194.671705,-173.172978,48.047323,-174.383824
19.642328,-10.501453,194.671705,-173.172978,48.047323,-174.383824
19.642328,-10.501453,194.671705,-173.172978,48.047323,-174.383824
19.632795,-10.519265,194.671705,-173.172978,48.047323,-174.435791
19.632795,-10.519265,194.671705,-173.172978,48.047323,-174.435791
19.658246,-10.471624,194.671705,-173.172978,48.047323,-174.296849
19.685573,-10.420163,194.671705,-173.172978,48.047323,-174.146963
19.713138,-10.367920,194.671705,-173.172978,48.047323,-173.995015
19.734981,-10.326282,194.671705,-173.172978,48.047323,-173.874064
19.756550,-10.284954,194.671705,-173.172978,48.047323,-173.754143
19.770345,-10.258412,194.671705,-173.172978,48.047323,-173.677195
19.832694,-10.315517,194.746796,-173.097165,48.103130,-173.636060
19.749160,-10.243787,194.644695,-173.190705,48.026195,-173.677228
19.821846,-10.411987,194.757256,-173.028445,48.104542,-173.691698
20.080462,-10.421773,194.756075,-172.939723,48.267257,-173.607341
20.669235,-10.446253,195.458615,-172.767324,48.842896,-173.553441
21.573483,-11.098424,196.631912,-171.849785,49.719816,-173.197238
22.637988,-12.074129,198.122403,-170.492362,50.779801,-172.667418
23.281266,-13.327108,198.799665,-168.939595,51.330836,-172.101929
23.313136,-15.274782,199.337716,-166.882611,51.422329,-171.558116
23.161689,-17.369349,199.778492,-164.699700,51.347263,-170.950785
22.775999,-19.196096,199.875411,-162.810919,50.985817,-170.288914
22.167779,-20.446918,199.457313,-161.736861,50.347152,-169.879636
21.084356,-21.336010,198.364795,-161.473458,49.324615,-170.131963
20.106531,-21.785873,197.315899,-161.567697,48.427738,-170.502949
19.392168,-21.966013,196.636390,-161.887663,47.917642,-171.226945
19.195424,-22.034284,196.970695,-162.086367,48.026655,-171.842479
18.985513,-22.059470,197.622987,-162.244482,48.180975,-172.321496
18.850956,-21.918847,199.729905,-162.583193,48.817032,-172.926620
18.263080,-21.762396,203.254222,-163.031050,49.569976,-173.620424
17.730228,-21.864934,205.860793,-163.001095,50.017430,-173.813848
16.123616,-22.120548,211.861123,-162.998811,50.831441,-174.183288
13.735173,-22.538181,217.278671,-163.150109,51.102340,-174.852848
11.028851,-22.982392,222.124300,-163.381607,51.081010,-175.572904
7.443741,-23.367044,229.264323,-163.748968,51.407171,-176.424488
3.384225,-23.442653,236.936758,-164.469081,51.823382,-177.452975
-0.788806,-23.428011,245.742696,-165.106284,52.812575,-178.138469
-5.544295,-23.102305,254.719391,-166.183366,53.704362,-179.087926
-10.795962,-22.971554,264.540780,-167.043762,54.908022,-179.887494
-14.963527,-23.038673,273.299557,-167.858178,56.165724,179.080232
-19.570571,-23.233671,285.164289,-168.378164,57.768041,178.368878
-23.193463,-23.358614,298.414356,-168.866646,59.600118,177.848128
-25.560426,-23.593549,309.507671,-169.005507,61.001206,177.618956
-27.816323,-24.153929,323.920772,-168.662851,62.597557,177.703611
-28.978923,-24.982951,338.719119,-167.608226,63.895528,178.348228
-28.614403,-25.731516,353.648418,-166.232850,64.773865,179.615812
-26.432619,-26.317440,368.766129,-164.560806,65.335205,-178.766389
-22.124502,-26.888792,383.610572,-163.120388,65.488212,-177.512723
-16.948887,-27.013601,395.307132,-161.935933,65.297803,-176.374599
-7.890406,-26.636916,409.549159,-160.526257,64.745154,-174.799065
